A	Coef.CellType	Coef.CancerType.Epithelial	Coef.CancerType.Lyphocytes	t.CellType	t.CancerType.Epithelial	t.CancerType.Lyphocytes	p.value.CellType	p.value.CancerType.Epithelial	p.value.CancerType.Lyphocytes	F	F.p.value
9.64	0.651	-0.308	-0.507	2.36	-0.76	-1.35	0.03778	0.46054	0.20526	2.47	0.11631
10.65	0.659	-0.319	-0.598	2.83	-0.94	-1.88	0.01616	0.36819	0.08636	3.83	0.04173
7.52	-0.946	0.308	-0.039	-2.23	0.5	-0.07	0.04736	0.62904	0.94795	1.77	0.21107
8.07	-0.423	0.113	-0.086	-2.25	0.41	-0.33	0.04596	0.68816	0.74559	1.84	0.19753
8.73	0.413	0.217	0.188	2.18	0.79	0.73	0.05137	0.44822	0.48104	2.09	0.15874
7.17	1.497	0.952	0.094	6.04	2.63	0.28	8e-05	0.0233	0.78631	14.7	0.00035
5.72	0.102	-0.143	0.011	1.24	-1.19	0.1	0.24038	0.25929	0.92579	1	0.42881
7.85	1.601	0.801	-0.059	5.59	1.92	-0.15	0.00016	0.08156	0.88204	11.68	0.00093
5.94	0.035	0.287	0.063	0.3	1.64	0.38	0.77282	0.1282	0.70842	0.99	0.43402
5.86	0.348	-0.365	0.059	1.46	-1.05	0.18	0.171	0.31549	0.85868	1.12	0.38318
10.47	0.242	-0.387	0.093	1.97	-2.16	0.56	0.07378	0.05324	0.58959	3.05	0.07375
6.11	-0.125	0.113	0.066	-1.58	0.98	0.61	0.14175	0.34694	0.55284	1.23	0.34606
13.31	0.371	0.402	0.028	2.1	1.56	0.12	0.05929	0.1465	0.90939	2.32	0.13136
8.17	0.299	0.113	0.013	2.76	0.72	0.09	0.01845	0.48802	0.9323	2.75	0.09263
9.77	4.183	-0.042	-0.059	16.76	-0.12	-0.17	0	0.90931	0.86463	94.38	0
9.5	0.356	-0.368	0.07	2.39	-1.69	0.34	0.03544	0.11844	0.73659	2.98	0.07774
7.94	-0.146	0.076	-0.111	-0.97	0.34	-0.54	0.35394	0.73835	0.60241	0.48	0.69954
8.9	-1.15	-0.178	0.307	-9.05	-0.96	1.77	0	0.35779	0.10473	27.85	2e-05
8.71	-0.436	0.143	-0.105	-2.92	0.66	-0.51	0.01376	0.52373	0.61694	3.2	0.06545
12.26	-0.715	0.373	-0.208	-1.96	0.7	-0.42	0.07564	0.49806	0.68503	1.57	0.25231
10.43	0.796	0.28	-0.324	3.78	0.91	-1.13	0.00298	0.38198	0.28319	5.24	0.01703
9.41	1.101	0.019	0.068	3.15	0.04	0.14	0.00906	0.97018	0.88891	3.39	0.05731
9.26	-0.13	0.004	0.084	-0.8	0.02	0.38	0.43942	0.98548	0.71002	0.25	0.8629
7.03	-0.475	-0.006	-0.394	-1.41	-0.01	-0.85	0.18668	0.9899	0.41082	0.99	0.43223
10	0.561	-0.216	-0.258	4.73	-1.25	-1.59	6e-04	0.23766	0.13927	8.4	0.00339
7.77	0.54	-0.134	-0.044	2.77	-0.47	-0.17	0.01792	0.64631	0.87103	2.64	0.10075
11.6	0.637	-0.131	0.248	2.88	-0.41	0.82	0.01475	0.69283	0.4285	3.24	0.06399
5.82	-0.198	0.006	0.121	-0.9	0.02	0.4	0.38766	0.98588	0.69556	0.3	0.82287
10.47	-5.052	-0.336	-0.175	-50.66	-2.31	-1.28	0	0.04115	0.22626	870.39	0
9.41	-0.436	0.856	-0.026	-1.47	1.97	-0.06	0.17021	0.07421	0.95051	2.03	0.16819
8.62	0.367	0.178	0.102	3.23	1.07	0.66	0.00787	0.30702	0.52409	4.19	0.0329
10.22	0.902	-0.925	0.204	2.47	-1.74	0.41	0.03067	0.10989	0.68981	3.19	0.06617
8.58	0.101	0.001	-0.015	0.91	0.01	-0.1	0.3811	0.99424	0.92377	0.28	0.84062
9.28	0.143	-0.201	0.014	1.72	-1.66	0.12	0.11223	0.1245	0.90628	1.94	0.1811
5.94	0.248	-0.016	-0.069	2.6	-0.12	-0.53	0.02462	0.90922	0.60716	2.28	0.13566
7.33	0.325	0.001	-0.089	3.17	0	-0.63	0.00886	0.99631	0.539	3.38	0.0576
9.15	1.048	-0.025	0.011	4.6	-0.08	0.04	0.00074	0.94046	0.97232	7.14	0.0061
7.96	-0.152	-0.26	-0.24	-1.03	-1.21	-1.19	0.32407	0.25067	0.25706	1.41	0.29166
8.1	0.124	-0.119	0.064	1.63	-1.07	0.61	0.1304	0.3062	0.55182	1.47	0.27484
5.19	0.163	0.142	-0.231	1.72	1.03	-1.79	0.11316	0.32701	0.10128	2.22	0.14276
6.31	0.316	-0.015	-0.108	3.85	-0.12	-0.96	0.00266	0.90474	0.35854	5.05	0.01904
8.55	0.254	-0.087	-0.266	1.59	-0.37	-1.22	0.1409	0.71821	0.24927	1.26	0.33441
5.8	0.773	-1.145	-0.137	2.72	-2.76	-0.35	0.01964	0.01826	0.7299	5.02	0.01939
8.02	0.118	0.037	-0.044	1.74	0.38	-0.48	0.11002	0.71414	0.64301	1.08	0.39563
5.5	0.011	-0.097	-0.296	0.08	-0.47	-1.53	0.94001	0.64892	0.15346	0.86	0.49146
6.94	-1.004	0.197	-0.095	-5.25	0.71	-0.36	0.00026	0.49481	0.7233	9.61	0.00203
8.35	0.361	0.41	0.068	1.55	1.21	0.21	0.14859	0.2528	0.83426	1.33	0.313
7.99	0.175	-0.031	-0.021	1	-0.12	-0.09	0.3392	0.90745	0.93225	0.34	0.79886
12.27	-0.184	0.093	-0.654	-0.76	0.26	-1.99	0.46047	0.79629	0.07141	1.66	0.23273
6.23	-0.617	0.379	-0.017	-3.23	1.36	-0.07	0.00796	0.20178	0.94851	4.13	0.03406
7.57	-2.327	0.016	-0.223	-12.76	0.06	-0.89	0	0.95245	0.3899	55.78	0
10.46	0.32	0.184	-0.016	3.48	1.37	-0.13	0.00507	0.19785	0.90155	4.68	0.02396
10.79	0.032	-0.065	0.021	0.25	-0.35	0.12	0.8061	0.732	0.90784	0.07	0.97527
9.19	-1.559	0.658	-0.452	-3.1	0.9	-0.66	0.00991	0.38895	0.52346	3.79	0.04296
10.22	0.409	0.061	-0.025	3	0.31	-0.13	0.01187	0.76425	0.89683	3.05	0.0736
9.64	0.687	0.233	0.013	3.2	0.74	0.04	0.00833	0.47214	0.9652	3.64	0.04764
5.49	0.324	0.237	-0.015	2.37	1.19	-0.08	0.0368	0.25898	0.93542	2.35	0.1274
9.29	0.625	0.166	0.141	4.79	0.87	0.79	0.00055	0.40321	0.44492	8.43	0.00334
9.02	0.577	0.26	0.057	5.56	1.71	0.4	0.00016	0.11443	0.6941	11.58	0.00096
6.62	1.94	0.265	-0.096	2.14	0.2	-0.08	0.055	0.84481	0.93922	1.55	0.25608
8.85	-0.004	-0.073	-0.047	-0.04	-0.45	-0.31	0.97063	0.6637	0.76362	0.1	0.95853
7.16	0.282	-0.287	-0.12	2.95	-2.05	-0.92	0.01306	0.06424	0.3764	4.44	0.02779
8.84	0.234	-0.591	-0.133	1.01	-1.74	-0.42	0.3355	0.10885	0.68353	1.39	0.2982
7.57	0.09	-0.558	0.088	0.44	-1.88	0.32	0.66778	0.08708	0.75778	1.28	0.32834
7.46	-0.12	-0.159	-0.134	-0.75	-0.68	-0.61	0.46865	0.51115	0.55256	0.5	0.69014
6.05	0.129	-0.247	0.097	1.24	-1.62	0.68	0.24093	0.13332	0.51198	1.6	0.24484
8.53	-0.834	-0.06	0.384	-2.73	-0.13	0.92	0.01944	0.89508	0.37704	2.63	0.10166
6.52	-0.114	-0.102	-0.04	-1.13	-0.7	-0.29	0.28186	0.50107	0.77667	0.64	0.60379
5.43	0.224	0.137	-0.15	2.35	0.99	-1.15	0.03799	0.34507	0.27307	2.46	0.11702
12.04	-1.453	0.417	-0.037	-6.05	1.19	-0.11	8e-05	0.25954	0.9123	12.83	0.00063
14.75	0.028	0.007	0.009	0.5	0.08	0.11	0.63015	0.93529	0.91257	0.09	0.96253
9.3	0.11	-0.214	-0.039	1.04	-1.38	-0.27	0.32167	0.19537	0.79051	1	0.42818
6.95	0.288	-0.121	0.05	3.43	-0.99	0.44	0.00558	0.34328	0.6689	4.44	0.02783
9.19	0.057	-0.059	0.013	0.6	-0.42	0.1	0.56333	0.68145	0.92473	0.19	0.90403
9.31	0.792	0.437	0.136	2.96	1.12	0.37	0.01296	0.28795	0.7169	3.47	0.0538
9.29	-0.805	-0.002	0.154	-2.07	0	0.29	0.06224	0.99791	0.77725	1.43	0.28498
6.94	-0.18	-0.082	-0.185	-0.97	-0.3	-0.73	0.35253	0.7681	0.47897	0.57	0.64336
8.88	0.15	-0.211	0.097	1.15	-1.11	0.55	0.27433	0.29006	0.59499	1	0.4293
10.48	0.118	-0.103	0.039	0.53	-0.32	0.13	0.60615	0.75555	0.89999	0.14	0.93476
9.63	0.099	-0.275	0.02	0.98	-1.86	0.15	0.34847	0.0899	0.88521	1.49	0.27089
6.86	0.372	-0.302	-0.028	2.64	-1.47	-0.15	0.02302	0.17022	0.88693	3.04	0.07431
5.81	0.295	0.005	-0.063	2.98	0.03	-0.47	0.01241	0.97395	0.64939	2.97	0.07819
5.57	-0.24	0.179	-0.054	-2.28	1.17	-0.38	0.04341	0.26835	0.71204	2.3	0.13278
9.05	-0.091	-0.03	-0.084	-1.08	-0.24	-0.73	0.3038	0.81171	0.4806	0.64	0.60365
6.98	-0.111	0.123	-0.183	-1.06	0.8	-1.28	0.31273	0.43875	0.22624	1.23	0.34385
7.4	-0.444	-0.4	-0.074	-1.98	-1.22	-0.24	0.07338	0.24785	0.81316	1.86	0.19384
7.8	-1.019	-0.965	0.011	-3.24	-2.1	0.02	0.00782	0.05944	0.9807	4.99	0.01978
6.03	0.163	0.176	0.006	1.59	1.17	0.04	0.14074	0.26478	0.96829	1.31	0.31948
6.35	0.266	-0.073	0.032	3.05	-0.57	0.27	0.01085	0.58022	0.79566	3.32	0.05995
9.6	0.196	0.398	-0.14	1.46	2.02	-0.76	0.17304	0.06782	0.46335	2.2	0.14509
11.61	0.294	-0.441	-0.07	2.34	-2.41	-0.41	0.03873	0.03459	0.69276	3.77	0.04356
8.32	0.399	0.049	-0.652	1.3	0.11	-1.56	0.22006	0.91453	0.14775	1.25	0.33697
8.6	0.209	0.111	-0.013	1.99	0.72	-0.09	0.07233	0.48642	0.92918	1.49	0.27071
12.55	0.332	0.709	-0.149	1.6	2.34	-0.52	0.13823	0.03901	0.61008	2.72	0.09485
9.18	0.318	-0.591	0.056	1.84	-2.35	0.24	0.09209	0.03859	0.81549	3.02	0.07491
12.82	0.215	1.006	-0.501	1.51	4.84	-2.58	0.15965	0.00051	0.02563	10.54	0.00141
12.09	1.074	-0.167	-0.178	4.79	-0.51	-0.58	0.00055	0.61913	0.57267	7.73	0.00459
12.54	0.693	0.11	-0.141	3.73	0.41	-0.55	0.00324	0.69199	0.59027	4.71	0.02341
11.22	0.966	0.073	-0.309	5.06	0.26	-1.19	0.00035	0.79741	0.26073	8.72	0.00294
11.21	-0.007	0.429	-0.221	-0.03	1.45	-0.8	0.97277	0.17569	0.44268	0.91	0.46596
14.39	0.051	-0.032	-0.039	0.63	-0.27	-0.36	0.53888	0.78966	0.72683	0.19	0.90206
8.27	0.106	-0.146	-0.109	1.23	-1.15	-0.92	0.24431	0.27291	0.37728	1.16	0.36734
7.72	1.321	0.735	0.032	6.85	2.61	0.12	3e-05	0.02407	0.9056	18.13	0.00014
11.33	-1.286	1.372	-0.114	-6.79	4.96	-0.44	3e-05	0.00042	0.66875	23.95	4e-05
6.2	0.158	-0.093	-0.038	1.42	-0.57	-0.25	0.1837	0.58204	0.80877	0.78	0.5286
7.63	-0.567	-0.098	-0.186	-3.04	-0.36	-0.73	0.01121	0.72513	0.48109	3.47	0.05394
6.97	0.206	-0.307	0.109	2.67	-2.71	1.04	0.02163	0.01996	0.32217	5.4	0.01552
8.02	0.389	0.178	0.032	3.96	1.24	0.24	0.0022	0.23999	0.81509	5.87	0.01189
9.42	0.34	0.05	-0.133	3.65	0.37	-1.04	0.00379	0.72177	0.31997	4.63	0.02468
13.44	1.534	-0.142	-2.523	1.72	-0.11	-2.07	0.11365	0.91524	0.0628	2.2	0.14478
9.71	-0.274	-0.113	0.036	-3.1	-0.88	0.3	0.01	0.39775	0.76877	3.46	0.0543
9.07	-1.327	0.356	0.549	-1.69	0.31	0.51	0.11855	0.7618	0.61873	1.03	0.41803
7.92	0.043	0.14	0.06	0.28	0.63	0.29	0.78226	0.54079	0.7774	0.19	0.89877
7.04	-0.323	1.254	0.198	-1.04	2.78	0.47	0.31846	0.0179	0.64782	2.98	0.07773
5.8	-0.556	0.562	-0.269	-1.82	1.26	-0.64	0.09582	0.23408	0.53261	1.86	0.19445
8.36	-0.366	0.353	0.184	-2.68	1.77	0.98	0.02118	0.10445	0.34593	3.61	0.04863
10.06	-0.137	1.781	-1.07	-0.26	2.32	-1.49	0.79823	0.04008	0.16354	2.6	0.10453
9.32	-0.298	-0.078	0.229	-3.22	-0.58	1.81	0.00808	0.57601	0.09735	4.32	0.03017
8.95	-0.01	-0.321	-0.017	-0.08	-1.69	-0.1	0.93902	0.11933	0.9248	0.95	0.44753
9.09	-0.245	-0.174	0.165	-2.37	-1.15	1.17	0.03703	0.27291	0.26802	2.61	0.10373
9.2	-0.023	0.334	0.22	-0.08	0.82	0.57	0.93658	0.43201	0.57813	0.33	0.80303
9.94	0.137	-0.348	-0.025	0.88	-1.53	-0.12	0.39687	0.15394	0.9075	1.04	0.41279
8.72	0.115	-0.172	0.03	0.96	-0.98	0.18	0.35822	0.3457	0.85899	0.65	0.59625
7.2	-1.1	-0.087	-0.896	-2.41	-0.13	-1.44	0.03439	0.89801	0.178	2.88	0.08344
7.83	0.457	-0.394	0.11	2.35	-1.39	0.42	0.03838	0.19284	0.68552	2.62	0.1028
7.4	0.518	-0.447	0.093	3.01	-1.78	0.39	0.01179	0.10309	0.70045	4.23	0.03202
8.63	-0.003	-0.124	0.001	-0.05	-1.16	0.01	0.96338	0.26916	0.99341	0.45	0.72121
7.74	0.582	-0.488	0.14	5.03	-2.89	0.88	0.00037	0.01461	0.39555	11.84	0.00088
6.98	-0.011	-0.144	-0.103	-0.15	-1.35	-1.03	0.88433	0.20433	0.32608	0.98	0.43742
7.55	-0.525	0.032	-0.166	-2.15	0.09	-0.5	0.05436	0.93072	0.6284	1.71	0.22133
5.64	-0.086	0.415	0.028	-0.48	1.59	0.11	0.64217	0.14079	0.91247	0.92	0.46462
5.12	0.204	0.165	-0.069	2.76	1.53	-0.68	0.0185	0.15481	0.51109	3.37	0.05809
7.95	0.197	-0.066	0.152	2	-0.46	1.13	0.07025	0.65248	0.28122	2	0.17171
7.72	0.185	-0.288	-0.079	1.36	-1.45	-0.43	0.20038	0.1755	0.67779	1.34	0.30965
10.27	-0.014	-0.172	0.026	-0.13	-1.14	0.18	0.89511	0.27936	0.85671	0.45	0.72423
11.28	0.845	0.554	-0.136	3.66	1.64	-0.43	0.00371	0.12873	0.67554	5.36	0.01589
7.45	1.139	0.996	0.151	3.25	1.95	0.32	0.00758	0.07711	0.75751	4.93	0.0205
5.32	0.252	-0.054	-0.108	2.77	-0.41	-0.87	0.01803	0.6929	0.40394	2.73	0.09376
8.32	0.269	-0.092	0.135	2.32	-0.54	0.85	0.04061	0.59722	0.41365	2.28	0.13596
6.64	0.438	0.668	-0.038	4.1	4.28	-0.26	0.00172	0.00126	0.80061	11.73	0.00091
9.6	1.474	-0.038	-0.01	10.33	-0.18	-0.05	0	0.85924	0.95946	35.89	1e-05
8.86	0.201	-0.114	0.024	2.17	-0.85	0.19	0.05213	0.41461	0.85518	1.87	0.1927
8.49	-0.022	0.042	-0.249	-0.19	0.26	-1.63	0.85075	0.80298	0.1309	0.95	0.44965
6.58	0.409	-0.05	-0.102	4.84	-0.4	-0.89	0.00051	0.6953	0.39401	7.91	0.00422
6.58	0.085	-0.069	-0.124	1.23	-0.69	-1.31	0.24577	0.50654	0.21571	1.14	0.37643
10.91	0.34	0.268	-0.074	2.46	1.33	-0.39	0.03135	0.21063	0.70314	2.62	0.10296
8.64	-0.357	0.023	-0.281	-1.67	0.07	-0.96	0.12204	0.94252	0.35583	1.36	0.30442
9.39	0.441	1.459	-0.548	0.68	1.55	-0.62	0.50937	0.15022	0.54775	1.05	0.40712
6.83	0.183	0.023	0.076	2.11	0.18	0.64	0.05865	0.85821	0.5332	1.73	0.21732
9.98	-0.041	0.046	-0.007	-0.64	0.49	-0.08	0.53546	0.63095	0.94117	0.22	0.87771
6.64	0.367	0.764	-0.259	1.8	2.57	-0.93	0.09839	0.02587	0.37102	3.48	0.05358
8.61	0.361	0.489	0.085	2.13	1.98	0.37	0.05603	0.073	0.71983	2.94	0.08023
8.64	0.109	-0.079	-0.062	1.14	-0.57	-0.48	0.27712	0.58276	0.64347	0.59	0.63606
6.29	0.732	-0.222	0.011	2.75	-0.57	0.03	0.0189	0.57973	0.97584	2.65	0.10024
5.2	0.164	-0.063	-0.077	2.17	-0.57	-0.75	0.05215	0.57803	0.46954	1.78	0.20807
7.05	0.107	-0.146	-0.099	0.59	-0.55	-0.4	0.56667	0.5927	0.69802	0.26	0.85526
13.41	0.179	0.06	-0.238	1.64	0.38	-1.6	0.12964	0.71445	0.13871	1.63	0.23765
13.83	0.117	0.09	-0.03	1.18	0.62	-0.22	0.26235	0.54792	0.82827	0.6	0.63016
5.42	0.677	-0.173	-0.196	4.3	-0.75	-0.91	0.00124	0.46772	0.38129	6.42	0.00881
8.19	0.56	0.02	-0.127	2.08	0.05	-0.34	0.06158	0.9597	0.73721	1.45	0.28144
7.92	0.184	-0.134	-0.045	2.53	-1.27	-0.45	0.02767	0.23171	0.66078	2.69	0.09752
7.93	-0.558	-0.333	0.648	-1.27	-0.52	1.08	0.23065	0.61501	0.30396	0.93	0.45762
9.04	0.344	0.537	0.086	1.19	1.27	0.22	0.25883	0.22936	0.83213	1.05	0.40923
6.28	0.016	0.149	0.017	0.14	0.91	0.11	0.8899	0.38061	0.91477	0.29	0.83199
10.46	-1.935	0.751	1.163	-3.98	1.06	1.75	0.00211	0.31254	0.10735	6.28	0.00947
10.54	-0.488	0.179	0.41	-2.09	0.52	1.28	0.0607	0.61051	0.22546	1.94	0.18177
8.46	1.041	-1.268	-0.427	2.14	-1.78	-0.64	0.05572	0.10206	0.53471	2.64	0.10087
10.27	0.08	0.352	-0.096	0.43	1.29	-0.37	0.67659	0.22368	0.71537	0.65	0.598
10.23	-1.061	0.426	-0.001	-4.32	1.19	0	0.00119	0.25965	0.99876	6.75	0.00743
9.9	-0.57	0.044	0.026	-3.1	0.16	0.1	0.00991	0.87402	0.91874	3.24	0.06399
8.33	1.107	0.477	0.025	4.4	1.3	0.07	0.00103	0.22026	0.94387	7.11	0.00621
10.54	-2.018	-0.167	-0.806	-7.6	-0.43	-2.22	1e-05	0.67463	0.04797	22.29	5e-05
5.3	-0.157	-0.077	0.148	-2.09	-0.7	1.45	0.06007	0.49638	0.17487	2.15	0.15163
6.9	0.195	-0.182	-0.016	2.17	-1.39	-0.13	0.05268	0.19266	0.89974	2.21	0.14365
9.65	-0.469	0.725	-0.285	-1.54	1.63	-0.68	0.1514	0.13133	0.50759	1.91	0.18589
11.08	-0.333	0.757	0.709	-1.58	2.47	2.47	0.14136	0.03101	0.03079	4.67	0.02401
5.8	-0.11	-0.164	0.179	-1.08	-1.1	1.28	0.30472	0.29399	0.22697	1.25	0.33699
6.91	1.635	2.389	0.215	2.7	2.7	0.26	0.02053	0.02051	0.79952	4.95	0.02026
9.34	-0.159	0.061	0.141	-1.51	0.4	0.98	0.158	0.69827	0.34693	1.05	0.40839
7.21	0.31	-0.051	-0.025	3.22	-0.36	-0.19	0.00808	0.72282	0.85418	3.5	0.05266
6.1	1.479	-0.172	0.236	4.27	-0.34	0.5	0.0013	0.73988	0.62846	6.39	0.00898
9.94	-1.281	0.004	0.918	-3.41	0.01	1.79	0.00577	0.99442	0.10105	4.58	0.02543
6.36	0.16	-0.03	-0.128	1.75	-0.22	-1.03	0.10749	0.82734	0.32529	1.29	0.32698
8.42	-0.066	-0.103	0.049	-0.78	-0.83	0.42	0.45014	0.42415	0.68243	0.47	0.70693
8.94	0.031	-0.201	0.024	0.37	-1.61	0.21	0.72127	0.13481	0.83991	0.93	0.45772
11.43	-0.059	-0.093	-0.051	-0.5	-0.54	-0.32	0.62745	0.60199	0.75751	0.22	0.87778
6.01	0.344	-0.385	-0.076	3.64	-2.79	-0.59	0.00385	0.01758	0.56781	7.01	0.00651
12.42	-0.345	0.619	-0.244	-1.48	1.82	-0.77	0.16705	0.09622	0.45989	2.11	0.15671
10.99	2.288	-0.7	0.252	5.55	-1.16	0.45	0.00017	0.26985	0.66375	11.03	0.00117
6	1.164	-2.235	0.029	1.75	-2.3	0.03	0.10742	0.0417	0.975	2.8	0.08898
9.18	0.821	-0.03	-0.062	5.99	-0.15	-0.33	9e-05	0.88404	0.74517	11.98	0.00083
10.61	0.337	-0.141	0.1	3.11	-0.89	0.68	0.00978	0.39378	0.51191	3.81	0.04229
12.51	0.374	0.346	-0.476	2.52	1.6	-2.35	0.02834	0.13864	0.03831	4.45	0.02765
10.93	-0.357	0.243	-0.107	-1.67	0.78	-0.37	0.12305	0.4537	0.72059	1.22	0.34676
8.28	0.365	-0.238	-0.009	2.92	-1.3	-0.05	0.01385	0.21965	0.95786	3.42	0.05589
7.83	0.35	-0.072	-0.117	3.73	-0.52	-0.91	0.00328	0.61097	0.38307	4.82	0.02191
9.8	-1.835	0.861	-0.611	-3.96	1.27	-0.97	0.00218	0.22872	0.35476	6.39	0.00895
7.88	0.163	0.616	0.558	0.61	1.57	1.52	0.55526	0.1441	0.15607	1.79	0.20707
5.3	0.231	-0.313	0.068	1.2	-1.12	0.26	0.25387	0.28815	0.80126	0.94	0.45188
6.4	0.421	0.155	0.166	1.78	0.45	0.51	0.1017	0.66205	0.61794	1.29	0.32673
8.79	0.065	-0.035	-0.115	0.53	-0.2	-0.69	0.60405	0.846	0.50229	0.25	0.86211
7.13	0.029	-0.072	-0.138	0.25	-0.43	-0.88	0.8063	0.67594	0.39882	0.33	0.80577
6	-0.047	-0.054	0.084	-0.54	-0.42	0.7	0.59928	0.68206	0.49572	0.3	0.82524
9.97	0.16	-0.596	-0.111	0.68	-1.74	-0.35	0.50865	0.10973	0.73592	1.19	0.35826
8.59	0.375	-0.153	0.064	3.64	-1.02	0.46	0.00385	0.33143	0.65724	4.97	0.01999
7.4	0.493	-0.099	-0.048	2.87	-0.39	-0.2	0.01519	0.70073	0.84347	2.79	0.08959
8.18	-0.141	-0.221	0.141	-2.13	-2.28	1.56	0.05649	0.04307	0.1473	3.86	0.04096
7.76	0.185	-0.171	-0.037	2.08	-1.32	-0.31	0.06145	0.21383	0.76428	2.03	0.16822
5.32	0.106	-0.05	-0.109	1.73	-0.56	-1.29	0.11184	0.58975	0.22198	1.52	0.26273
5.87	0.102	-0.061	0.105	1.16	-0.47	0.87	0.27001	0.6442	0.40299	0.85	0.49515
10.7	0.072	-0.1	0.003	0.83	-0.79	0.03	0.42141	0.44806	0.9785	0.44	0.72729
6.4	0.14	-0.218	-0.074	1.22	-1.3	-0.47	0.247	0.22006	0.6451	1.1	0.38869
5.38	0.212	0.012	-0.04	2.56	0.1	-0.35	0.02628	0.9216	0.7312	2.19	0.14579
8.7	0.217	-0.472	-0.156	1.28	-1.91	-0.67	0.22615	0.0829	0.51521	1.86	0.19451
9.18	0.106	0.065	0.011	1.19	0.5	0.09	0.25786	0.62623	0.93047	0.57	0.64496
7.3	0.477	0.233	0.041	2.49	0.83	0.16	0.03004	0.42194	0.87717	2.35	0.12829
12.69	-0.755	-0.485	0.516	-2.73	-1.2	1.37	0.01937	0.25435	0.1983	3.38	0.05767
5.53	-0.781	0.066	0.139	-2.85	0.16	0.37	0.01563	0.87191	0.71786	2.72	0.09481
7.11	-0.454	0.001	0.203	-2.33	0	0.76	0.03941	0.99731	0.46063	1.91	0.18563
9.68	-1.355	0.079	-0.613	-6.13	0.25	-2.03	7e-05	0.81009	0.06713	14.86	0.00033
12.72	-0.108	0.382	0.313	-0.43	1.05	0.92	0.6734	0.31668	0.37871	0.69	0.57873
5.85	0.062	-0.097	0.174	0.96	-1.02	1.95	0.35975	0.32947	0.07703	2.05	0.16412
8.65	-1.1	-0.354	-1.96	-2.67	-0.59	-3.49	0.02146	0.56761	0.005	7.23	0.00584
6.29	-0.977	-0.128	-2.099	-2.25	-0.2	-3.54	0.04581	0.84384	0.00459	6.45	0.0087
6.37	0.081	-0.3	0.017	0.53	-1.34	0.08	0.60825	0.20616	0.937	0.7	0.57148
8.48	-0.951	-0.235	0.052	-8.71	-1.47	0.35	0	0.16913	0.73516	26.1	2e-05
7.37	-0.033	-0.095	-0.29	-0.25	-0.51	-1.65	0.80347	0.62285	0.12647	1.05	0.40745
7.24	-0.056	-0.13	0.149	-0.54	-0.85	1.04	0.60231	0.41264	0.32025	0.67	0.59006
6.51	-0.058	-0.237	0.093	-0.41	-1.16	0.49	0.68754	0.26956	0.63388	0.57	0.64318
9.79	0.237	-0.041	-0.034	2.71	-0.32	-0.29	0.02024	0.75446	0.77861	2.48	0.11527
9.01	-0.165	0.611	0.034	-0.58	1.48	0.09	0.57069	0.16581	0.93176	0.85	0.49606
6.19	-0.484	-0.133	1.041	-2.48	-0.47	3.9	0.0304	0.65033	0.00241	6.64	0.00788
6.1	0	-0.245	0.004	0	-1.52	0.03	0.99852	0.15666	0.98002	0.77	0.53454
6.93	0.153	-0.267	0.06	1.6	-1.9	0.45	0.13825	0.08313	0.65829	2.18	0.14695
6.35	0.508	-0.106	-0.07	3.9	-0.56	-0.39	0.00244	0.58945	0.70091	5.17	0.01779
9.13	0.63	-0.002	-0.116	2.33	-0.01	-0.32	0.03946	0.99593	0.75846	1.82	0.20183
8.49	0.139	-0.228	-0.531	0.78	-0.88	-2.19	0.45001	0.39721	0.05058	1.97	0.17666
7.84	0.416	-0.026	0.041	5.26	-0.22	0.38	0.00026	0.8264	0.71436	9.51	0.00211
6.66	0.021	0.049	0.221	0.04	0.07	0.32	0.96699	0.94841	0.75605	0.04	0.98992
5.52	-0.144	0.245	0.408	-0.49	0.58	1.02	0.63151	0.57664	0.32765	0.51	0.68232
9.13	-0.205	-0.153	0.014	-2.2	-1.13	0.11	0.05013	0.28411	0.91359	2.03	0.1669
7.92	0.321	-0.074	-0.089	2.89	-0.46	-0.59	0.01452	0.65759	0.56967	2.89	0.08322
10.98	0.418	-0.284	-0.121	2.18	-1.01	-0.46	0.05187	0.33224	0.6538	1.94	0.18055
7.15	0.307	-0.791	0.559	0.6	-1.07	0.8	0.55855	0.30943	0.43811	0.75	0.54453
11.21	0.212	0.166	-0.327	1.09	0.58	-1.23	0.2995	0.57131	0.24458	0.93	0.45737
12.47	0.428	0.066	-0.216	3.13	0.33	-1.16	0.00949	0.74821	0.27091	3.54	0.05112
11.95	0.502	-0.017	-0.421	3.73	-0.09	-2.29	0.00327	0.93295	0.04265	5.88	0.01178
11.56	0.331	0.442	-0.204	2.53	2.31	-1.14	0.02794	0.04083	0.27926	4.18	0.03304
7.24	0.341	-0.058	-0.145	4.74	-0.55	-1.48	6e-04	0.59319	0.16679	7.93	0.00419
11.32	0.172	0.394	-0.212	1.41	2.21	-1.27	0.18636	0.04891	0.22888	2.72	0.09451
5.27	0.259	0.174	-0.022	3.06	1.41	-0.19	0.01064	0.18567	0.85217	3.8	0.04275
9.69	-0.497	-0.615	0.57	-0.77	-0.65	0.65	0.45717	0.52706	0.53094	0.45	0.7224
9.79	-0.941	0.398	0.053	-5.16	1.49	0.21	3e-04	0.1629	0.83509	9.64	0.002
9.11	-0.039	0.401	0.241	-0.17	1.21	0.78	0.8664	0.25047	0.45228	0.7	0.57374
